Timestamp,Minor Page Faults,Major Page Faults
2025-05-09 22:27:29.679,661,0
2025-05-09 22:27:29.692,1090,0
2025-05-09 22:27:29.709,2246,0
2025-05-09 22:27:29.724,2482,0
2025-05-09 22:27:29.740,2953,0
2025-05-09 22:27:29.757,3436,0
2025-05-09 22:27:29.776,3767,0
2025-05-09 22:27:29.788,6325,0
2025-05-09 22:27:29.801,7007,0
2025-05-09 22:27:29.819,7321,0
2025-05-09 22:27:29.834,8123,0
2025-05-09 22:27:29.852,8400,0
2025-05-09 22:27:29.865,8444,0
2025-05-09 22:27:29.878,8488,0
2025-05-09 22:27:29.897,8983,0
2025-05-09 22:27:29.909,8985,0
2025-05-09 22:27:29.926,9023,0
2025-05-09 22:27:29.941,9103,0
2025-05-09 22:27:29.958,9753,0
2025-05-09 22:27:29.975,9999,0
2025-05-09 22:27:29.993,10401,0
2025-05-09 22:27:30.013,11283,0
2025-05-09 22:27:30.029,11775,0
2025-05-09 22:27:30.044,12187,0
2025-05-09 22:27:30.064,12710,0
2025-05-09 22:27:30.079,12843,0
2025-05-09 22:27:30.094,13191,0
2025-05-09 22:27:30.110,13370,0
2025-05-09 22:27:30.125,13393,0
2025-05-09 22:27:30.140,13393,0
2025-05-09 22:27:30.157,13393,0
2025-05-09 22:27:30.174,13394,0
2025-05-09 22:27:30.191,13449,0
2025-05-09 22:27:30.207,13686,0
2025-05-09 22:27:30.220,13954,0
2025-05-09 22:27:30.237,14772,0
2025-05-09 22:27:30.252,15162,0
2025-05-09 22:27:30.269,15621,0
2025-05-09 22:27:30.282,15716,0
2025-05-09 22:27:30.297,15911,0
2025-05-09 22:27:30.315,16204,0
2025-05-09 22:27:30.330,17242,0
2025-05-09 22:27:30.343,17819,0
2025-05-09 22:27:30.358,18453,0
2025-05-09 22:27:30.372,19148,0
2025-05-09 22:27:30.389,19170,0
2025-05-09 22:27:30.405,20650,0
2025-05-09 22:27:30.420,20713,0
2025-05-09 22:27:30.435,20879,0
2025-05-09 22:27:30.449,21199,0
2025-05-09 22:27:30.466,21456,0
2025-05-09 22:27:30.484,22054,0
2025-05-09 22:27:30.499,22481,0
2025-05-09 22:27:30.512,23220,0
2025-05-09 22:27:30.527,24116,0
2025-05-09 22:27:30.546,24373,0
2025-05-09 22:27:30.561,24634,0
2025-05-09 22:27:30.575,24828,0
2025-05-09 22:27:30.592,25099,0
2025-05-09 22:27:30.606,25268,0
2025-05-09 22:27:30.619,25673,0
2025-05-09 22:27:30.635,25712,0
2025-05-09 22:27:30.649,25712,0
2025-05-09 22:27:30.664,25723,0
2025-05-09 22:27:30.677,25729,0
2025-05-09 22:27:30.691,25740,0
2025-05-09 22:27:30.704,25746,0
2025-05-09 22:27:30.720,25759,0
2025-05-09 22:27:30.736,25767,0
2025-05-09 22:27:30.750,25776,0
2025-05-09 22:27:30.764,25786,0
2025-05-09 22:27:30.777,25793,0
2025-05-09 22:27:30.791,25805,0
2025-05-09 22:27:30.805,25810,0
2025-05-09 22:27:30.818,25821,0
2025-05-09 22:27:30.833,25830,0
2025-05-09 22:27:30.846,25838,0
2025-05-09 22:27:30.861,25850,0
2025-05-09 22:27:30.876,25856,0
2025-05-09 22:27:30.891,25868,0
2025-05-09 22:27:30.907,25878,0
2025-05-09 22:27:30.920,25884,0
2025-05-09 22:27:30.934,25897,0
2025-05-09 22:27:30.949,25903,0
2025-05-09 22:27:30.963,25914,0
2025-05-09 22:27:30.977,25924,0
2025-05-09 22:27:30.991,25931,0
2025-05-09 22:27:31.006,25944,0
2025-05-09 22:27:31.022,25951,0
2025-05-09 22:27:31.037,25960,0
2025-05-09 22:27:31.051,25971,0
2025-05-09 22:27:31.065,25976,0
2025-05-09 22:27:31.079,25989,0
2025-05-09 22:27:31.093,25996,0
2025-05-09 22:27:31.107,26005,0
2025-05-09 22:27:31.122,26015,0
2025-05-09 22:27:31.136,26021,0
2025-05-09 22:27:31.151,26034,0
2025-05-09 22:27:31.167,26041,0
2025-05-09 22:27:31.181,26052,0
2025-05-09 22:27:31.196,26061,0
2025-05-09 22:27:31.210,26068,0
2025-05-09 22:27:31.224,26080,0
2025-05-09 22:27:31.238,26086,0
2025-05-09 22:27:31.254,26521,0
2025-05-09 22:27:31.270,26521,0
2025-05-09 22:27:31.283,26521,0
2025-05-09 22:27:31.300,26521,0
2025-05-09 22:27:31.315,26521,0
2025-05-09 22:27:31.332,26521,0
2025-05-09 22:27:31.345,26521,0
2025-05-09 22:27:31.362,26521,0
2025-05-09 22:27:31.376,26521,0
2025-05-09 22:27:31.394,26521,0
2025-05-09 22:27:31.407,26521,0
2025-05-09 22:27:31.420,26521,0
2025-05-09 22:27:31.438,26521,0
2025-05-09 22:27:31.453,26521,0
2025-05-09 22:27:31.470,26521,0
2025-05-09 22:27:31.485,26521,0
2025-05-09 22:27:31.500,26521,0
2025-05-09 22:27:31.516,26521,0
2025-05-09 22:27:31.529,26521,0
2025-05-09 22:27:31.548,27491,0
2025-05-09 22:27:31.569,27511,0
2025-05-09 22:27:31.595,27838,0
